ensembl,gene_symbol_x,obs_lof,exp_lof,UNEECON.G,protein_complex,transcript_factor,reactome_nervous_development,reactome_developmental_biology,GO_central_neurvous_development,GO_embryo_development,cpg_density,promoter_phastcons,exonic_phastcons,PPI_degree,gene_expression_level,tissue_specificity_tau,enhancer_number,h3k4me3,h2az,h3k27me3,h3k9ac,Gene ID,Essentiality test,VP,VN,CL,SP,DL,Organismal Essentiality test,gene_symbol_y,DeepLOF_score
ENSG00000242441,GTF2A1L,18,21.025,-1.03643288,0,0,0,0,0,0,-1.252142791,-0.077984575,0.598891635,-0.697760003,-1.45556112,1.397700054,-1.608553835,-3.214444549,-0.993989884,0.164084004,-2.096132643,ENSG00000242441,0,0,0,0,0,0,0,GTF2A1L,0.10099739
ENSG00000242498,ARPIN,8,9.4351,-0.84542088,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,0.354502566,-0.561009361,0.733828598,0.148136144,0.238276088,0.405089501,0.33039572,ENSG00000242498,0,0,1,0,0,1,1,ARPIN,0.2158373
ENSG00000242515,UGT1A10,25,19.769,-1.032929927,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.077223997,1.210087337,-1.608553835,-1.093659209,-2.469375263,0.178542257,-1.237328434,ENSG00000242515,0,0,0,0,0,0,0,UGT1A10,0.055479884
ENSG00000242550,SERPINB10,15,15.71,-1.029720519,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.214845045,1.35843663,-1.608553835,-1.81364718,-0.053109151,0.685442945,-1.717397175,ENSG00000242550,0,1,0,0,0,1,1,SERPINB10,0.10935795
ENSG00000242574,HLA-DMB,6,12.125,-0.275855218,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.212369533,-0.511370273,-1.608553835,0.141089601,-0.00994475,0.866725218,0.086992439,ENSG00000242574,0,0,0,0,0,0,0,HLA-DMB,0.46477473
ENSG00000242612,DECR2,14,12.75,-0.774278989,0,0,0,0,0,0,0.0,0.0,0.0,0.722641834,-0.248182334,0.079408975,0.855484174,0.546439411,0.216045554,-0.863430297,0.526447714,ENSG00000242612,0,1,0,0,0,1,1,DECR2,0.15422136
ENSG00000242616,GNG10,5,2.3513,-0.435340648,1,0,0,0,0,0,0.274746844,-1.198116647,1.11421921,0.271811812,1.041828363,-0.789835538,0.516594276,0.40197959,0.400184911,-0.363701268,0.338904412,ENSG00000242616,0,0,0,0,0,0,0,GNG10,0.29342103
ENSG00000242715,CCDC169,10,13.608,-0.813822556,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.188003671,0.949946513,0.579622612,0.24606738,0.256870081,0.243638858,0.228089155,ENSG00000242715,0,0,0,0,0,0,0,CCDC169,0.2271077
ENSG00000242802,AP5Z1,43,37.744,-1.145513634,1,0,0,0,0,0,0.216443784,-1.672889393,-0.88269078,-0.086027182,0.527462012,-1.182373667,0.750026381,0.458015913,0.297509972,-1.058692973,0.48860816,ENSG00000242802,0,0,0,0,0,0,0,AP5Z1,0.08673549
ENSG00000242852,ZNF709,5,4.5268,0.786954804,0,1,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.432010065,-0.270104279,-1.608553835,0.299318255,0.316072543,-0.49883098,0.227288468,ENSG00000242852,0,0,0,0,0,0,0,ZNF709,0.5408326
ENSG00000242866,STRC,31,47.629,0.107010273,0,0,0,0,0,1,0.0,0.0,0.0,-0.697760003,-1.513004953,1.336985888,-1.608553835,-3.976949139,-1.890056865,0.189250897,-2.805765005,ENSG00000242866,0,0,0,0,0,0,0,STRC,0.32489163
ENSG00000243056,EIF4EBP3,5,4.7973,-0.117067768,0,0,0,0,0,0,-1.596463356,0.729033436,0.871533038,-0.086027182,0.809214101,-0.615233123,0.555490136,0.268398077,-0.134545913,-3.397492052,0.488005879,ENSG00000243056,0,1,0,0,0,1,1,EIF4EBP3,0.34135115
ENSG00000243073,PRAMEF4,14,9.1359,-1.201149907,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-2.291218825,2.119176648,-1.608553835,-4.63286126,-4.474043702,-1.21507876,-4.096666499,ENSG00000243073,0,0,0,0,0,0,0,PRAMEF4,0.040554523
ENSG00000243130,PSG11,22,16.919,-0.568752895,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,-0.971527168,2.144364738,-1.608553835,-2.228006054,-3.025599157,-0.357202119,-2.323361253,ENSG00000243130,0,0,0,0,0,0,0,PSG11,0.07396877
ENSG00000243137,PSG4,35,21.326,-0.990600959,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.046065142,1.609547938,-1.608553835,-1.065002129,-2.801010232,-0.593377796,-0.880006305,ENSG00000243137,0,0,0,0,0,0,0,PSG4,0.03154576
ENSG00000243156,MICAL3,17,90.659,-0.108770273,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.71040052,-0.58929693,0.674256364,0.322355437,0.636074449,0.818438652,0.609631302,ENSG00000243156,0,1,0,0,0,1,1,MICAL3,0.79121244
ENSG00000243207,PPAN-P2RY11,21,26.012,-1.169427642,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.271225296,-0.891608408,0.570728268,0.291816348,0.287476992,-0.630839756,0.42310001,ENSG00000243207,0,0,0,0,0,0,0,PPAN-P2RY11,0.14224297
ENSG00000243232,PCDHAC2,5,30.561,0.114733728,0,0,0,0,0,0,-0.105358582,3.513261519,1.180805789,-0.697760003,-0.872801411,0.813868241,0.373507292,0.179829422,-0.050935979,0.859242666,-0.042629262,ENSG00000243232,0,0,0,0,0,0,0,PCDHAC2,0.7971829
ENSG00000243244,STON1,20,25.935,-1.022955973,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.295122202,-0.102684533,0.546085684,0.337731311,0.368348892,0.130806375,0.306245954,ENSG00000243244,0,0,0,0,0,0,0,STON1,0.1889494
ENSG00000243284,VSIG8,9,18.544,-0.288947257,0,0,0,0,0,0,-2.948132632,0.222694202,0.39896266,-0.697760003,-1.03029276,1.465936086,-1.608553835,-1.212578299,-0.408407045,0.766442053,-0.127468546,ENSG00000243284,0,1,0,0,0,1,1,VSIG8,0.42254543
ENSG00000243335,KCTD7,10,25.946,0.955859719,0,0,0,0,0,0,0.0,0.0,0.0,2.57962943,0.434433872,-0.928272998,0.77136184,0.57775652,0.644465027,-0.24425594,0.671576347,ENSG00000243335,0,1,0,0,0,1,1,KCTD7,0.64931977
ENSG00000243364,EFNA4,6,7.9998,-0.937371742,0,0,1,1,0,0,-0.15365175,1.361319773,-1.724322087,0.271811812,0.138091932,-0.648177657,-1.608553835,0.416165389,0.326411959,0.122499858,0.414676156,ENSG00000243364,0,1,0,0,0,1,1,EFNA4,0.2359513
ENSG00000243414,TICAM2,7,16.537,0.003506844,0,0,0,0,0,0,-0.017040507,-0.823782729,0.724742159,-0.086027182,-0.231539584,-0.850728827,0.626868088,0.640953842,0.648147496,-0.753225279,0.664378019,ENSG00000243414,0,0,0,0,0,0,0,TICAM2,0.52875805
ENSG00000243449,C4orf48,0,2.0647,-0.311615336,0,0,0,0,0,0,0.881757206,-0.679342129,-0.037132503,-0.697760003,0.584504048,-0.279483374,0.890005259,0.338500798,0.302614083,1.206393102,-0.104256016,ENSG00000243449,0,0,0,0,0,0,0,C4orf48,0.5499807
ENSG00000243477,NAT6,2,6.2853,-0.872603006,0,0,0,0,0,0,-1.66541385,-0.524379366,-3.050875277,0.525702109,0.410973743,-0.533217945,0.789893857,0.386101265,0.34088861,-1.350395139,0.510911906,ENSG00000243477,0,0,0,0,0,0,0,NAT6,0.2610277
ENSG00000243480,AMY2A,16,14.268,-0.864736041,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,1.457743409,1.916746953,-1.608553835,-3.166205796,-1.940021636,-1.536281585,-4.43031485,ENSG00000243480,0,0,0,0,0,0,0,AMY2A,0.06170392
ENSG00000243489,KRTAP10-11,6,8.3779,-1.096211377,0,0,0,1,0,0,0.0,0.0,0.0,2.360908517,-2.106881052,2.31295289,-1.608553835,-1.875504798,-3.016230746,0.744240049,-1.283512396,ENSG00000243489,0,0,0,0,0,0,0,KRTAP10-11,0.13533282
ENSG00000243509,TNFRSF6B,8,7.569,-0.969054868,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.052410465,0.151924934,-1.608553835,0.254963581,-0.209300551,-0.32974557,0.685054162,ENSG00000243509,0,0,0,0,0,0,0,TNFRSF6B,0.13893104
ENSG00000243543,WFDC6,4,3.432,-1.027776609,0,0,0,0,0,0,0.0,0.0,0.0,0.271811812,-1.144475635,1.826544179,-1.608553835,-3.499178978,-0.564407159,1.302079332,-1.380886671,ENSG00000243543,0,0,0,0,0,0,0,WFDC6,0.10558957
ENSG00000243566,UPK3B,7,10.762,-0.97525842,0,0,0,0,0,0,-1.454819676,-0.84992871,-1.082037037,-0.697760003,-0.623763962,1.0279543,-1.608553835,-1.134151616,-0.976778498,-0.861732041,-0.656335931,ENSG00000243566,0,0,0,0,0,0,0,UPK3B,0.14703238
ENSG00000243627,AP000322.53,1,2.513,0.0,0,0,0,0,0,0,-2.70328807,-1.427372257,-5.280009063,0.0,-1.858989712,1.118844975,-1.608553835,-1.944099866,-1.96073208,0.98442304,-1.449337275,ENSG00000243627,0,0,0,0,0,0,0,AP000322.53,0.33047944
ENSG00000243646,IL10RB,11,16.329,-0.885564581,1,0,0,0,0,0,-0.648564847,-1.597002278,-2.88645869,-0.697760003,0.840468658,-0.778410031,0.688213617,0.348712472,0.174939993,-0.425726147,0.364472197,ENSG00000243646,0,1,0,0,0,1,1,IL10RB,0.2929445
ENSG00000243649,CFB,14,41.892,0.146977847,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.238585157,1.175290435,-1.608553835,-0.056213326,0.451026974,0.77205374,0.288018275,ENSG00000243649,0,1,0,0,0,1,1,CFB,0.6344036
ENSG00000243660,ZNF487,2,2.6121,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.381456067,-0.264359379,0.729683636,0.267592627,0.168449683,-0.874919892,0.264955528,ENSG00000243660,0,0,0,0,0,0,0,ZNF487,0.44087815
ENSG00000243678,NME1-NME2,13,14.098,-0.33842564,0,0,0,0,0,0,0.799701723,-1.094170431,1.03707045,-0.697760003,2.233124281,-0.902977544,0.978543072,0.413262984,0.701435793,-1.236185456,0.500471299,ENSG00000243678,0,1,0,0,0,1,1,NME1-NME2,0.32382655
ENSG00000243708,PLA2G4B,59,55.365,-1.131169143,0,0,0,0,0,0,-0.270513614,-0.393011756,-0.916017532,-0.697760003,-0.434491109,0.290749357,0.884194009,0.454165166,0.201549464,0.045989526,0.558327472,ENSG00000243708,0,1,0,0,0,1,1,PLA2G4B,0.06274879
ENSG00000243710,CFAP57,22,28.238,-0.459848267,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.979145946,0.751061043,0.7880756,0.313416576,0.077670865,0.124750452,0.196347238,ENSG00000243710,0,1,0,0,0,1,1,CFAP57,0.25663048
ENSG00000243729,OR5V1,3,4.236,-1.091723424,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-2.291218825,2.259373988,-1.608553835,-2.589778687,-1.867321125,0.893047534,-2.502515744,ENSG00000243729,0,0,0,0,0,0,0,OR5V1,0.0931257
ENSG00000243749,ZMYM6NB,1,3.0392,-0.240205994,0,0,0,0,0,0,-1.342005766,0.076978188,-0.968673599,-0.697760003,0.92047681,-0.899532826,0.657389088,0.370027641,0.260535579,-1.023915013,0.381530373,ENSG00000243749,0,0,0,0,0,0,0,ZMYM6NB,0.473548
ENSG00000243772,KIR2DL3,13,12.685,-1.018200568,0,0,0,0,0,0,0.0,0.0,0.0,2.930264216,-1.944023624,1.428781504,-1.608553835,-1.637234324,-2.920475734,0.57939107,-2.05493293,ENSG00000243772,0,0,0,0,0,0,0,KIR2DL3,0.09279692
ENSG00000243789,JMJD7,9,16.252,-0.790645668,0,0,0,0,0,0,-0.270513614,-0.393011756,0.443751776,1.418492585,0.379038546,-0.741510385,0.884194009,0.42147198,0.201549464,-0.483121578,0.512597454,ENSG00000243789,0,0,0,0,0,0,0,JMJD7,0.33017206
ENSG00000243811,APOBEC3D,25,20.961,-0.812798415,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.576832725,-0.336108516,0.68361052,0.327314445,0.458231588,-0.481205414,0.445723338,ENSG00000243811,0,0,0,0,0,0,0,APOBEC3D,0.10818863
ENSG00000243896,OR2A7,1,4.7257,-1.047600578,0,0,0,0,0,0,-1.200848595,-1.051444073,1.016224573,-0.697760003,-1.115614297,0.236706047,-1.608553835,-4.134982306,-4.474043702,-3.397492052,-4.43031485,ENSG00000243896,0,0,0,0,0,0,0,OR2A7,0.07844913
ENSG00000243943,ZNF512,5,33.563,0.700248585,0,0,0,0,0,0,-0.631452166,0.098022514,0.855856972,-0.086027182,0.656113979,-1.0310274,0.542905378,0.502483155,0.517676154,0.481052856,0.257638149,ENSG00000243943,0,1,0,0,0,1,1,ZNF512,0.8143114
ENSG00000243955,GSTA1,9,9.3947,-0.860039345,0,0,0,0,0,0,-2.864543746,-1.600509666,-2.499316063,-0.697760003,0.694745797,0.985031002,-1.608553835,-1.055912488,-2.230289673,0.339528194,-1.546913243,ENSG00000243955,0,0,0,0,0,0,0,GSTA1,0.10576123
ENSG00000243989,ACY1,16,22.868,-0.223304413,0,0,0,0,0,0,-0.872567794,-0.773722742,0.335724944,1.137437578,0.166832511,0.065079429,0.644929836,0.662764563,0.653586225,0.176260852,0.914341103,ENSG00000243989,0,0,0,0,0,0,0,ACY1,0.34602886
ENSG00000244057,LCE3C,0,1.7161,-0.435392834,0,0,0,1,0,0,-2.909807105,-1.191420725,1.153701354,2.736942923,-1.714387712,2.094884323,-1.608553835,-4.63286126,-4.474043702,0.122286622,-4.43031485,ENSG00000244057,0,0,0,0,0,0,0,LCE3C,0.11600077
ENSG00000244067,GSTA2,10,9.829,-0.914573199,0,0,0,0,0,0,-2.48388677,-1.012862809,-1.966264195,0.271811812,-0.145702078,1.531855064,-1.608553835,-1.495978821,-2.251014665,-0.156408881,-2.077834071,ENSG00000244067,0,0,0,0,0,0,0,GSTA2,0.08723557
ENSG00000244094,SPRR2F,1,0.86323,-0.958122004,0,0,0,1,0,0,-2.915228319,-1.34191954,-1.767650226,-0.697760003,-0.018949317,1.800225341,-1.608553835,-1.829198855,-1.426905883,0.411857428,-1.315278487,ENSG00000244094,0,0,0,0,0,0,0,SPRR2F,0.10565364
ENSG00000244115,DNAJC25-GNG10,4,3.6897,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.262868641,-0.500710843,0.923338735,0.471337508,0.308842836,-0.272268105,0.409228067,ENSG00000244115,0,0,0,0,0,0,0,DNAJC25-GNG10,0.3984571
ENSG00000244122,UGT1A7,20,19.848,-0.895173237,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.090123226,1.874142383,-1.608553835,-1.873855297,-0.581188792,0.579000231,-1.577119583,ENSG00000244122,0,0,0,0,0,0,0,UGT1A7,0.10287136
ENSG00000244165,P2RY11,3,3.2928,-1.154124243,0,0,0,0,0,0,-0.858491917,0.253622984,0.916638833,-0.697760003,-0.236194284,-0.515007651,0.542905378,0.435105431,0.39281007,-1.293214012,0.476712863,ENSG00000244165,0,0,0,0,0,0,0,P2RY11,0.1535343
ENSG00000244187,TMEM141,5,6.5936,-0.77931489,0,0,0,0,0,0,0.0,0.0,0.0,0.271811812,1.105479195,-1.032444334,0.699513733,0.302797585,0.415232911,0.374644472,0.680792576,ENSG00000244187,0,0,0,0,0,0,0,TMEM141,0.278791
ENSG00000244242,IFITM10,2,6.0797,-0.843346506,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,-0.920566981,0.574705644,-1.608553835,0.421652191,-0.727397286,1.064134374,0.44865221,ENSG00000244242,0,0,0,0,0,0,0,IFITM10,0.35152966
ENSG00000244274,DBNDD2,5,10.959,-0.153623715,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,1.311427732,-0.302661276,0.613494258,0.503260831,0.480333489,0.486432263,0.531520079,ENSG00000244274,0,1,0,0,0,1,1,DBNDD2,0.5281736
ENSG00000244355,LY6G6D,3,6.1192,-0.873222709,0,0,0,0,0,0,-2.51362551,-0.017721278,-0.004746954,0.722641834,-1.653356246,1.585186843,-1.608553835,-0.689632266,0.196401767,0.419600105,0.134123376,ENSG00000244355,0,1,0,0,0,1,1,LY6G6D,0.20796889
ENSG00000244411,KRTAP5-7,1,0.98926,-1.029544393,0,0,0,1,0,0,-2.687079099,0.059760103,0.141963001,2.944614384,-1.821789435,1.403553547,-1.608553835,-1.839768457,-2.533206799,0.242540973,-1.535191309,ENSG00000244411,0,0,0,0,0,0,0,KRTAP5-7,0.12095106
ENSG00000244414,CFHR1,12,12.635,-0.901252849,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.502873488,2.226867231,-1.608553835,-2.089383947,-2.458885215,-2.109482549,-2.148664513,ENSG00000244414,0,0,0,0,0,0,0,CFHR1,0.094403505
ENSG00000244474,UGT1A4,12,17.148,-0.992818843,0,0,0,0,0,0,-2.498729454,-1.077908907,-1.098768765,-0.697760003,-1.268602443,2.25059541,-1.608553835,-1.803212251,-0.920941993,0.852315679,-1.39464291,ENSG00000244474,0,0,0,0,0,0,0,UGT1A4,0.11051279
ENSG00000244476,ERVFRD-1,3,5.6034,-0.533136287,0,0,0,0,0,0,0.0,0.0,0.0,1.631326929,-1.180011638,1.340303552,-1.608553835,-0.993247567,-0.954324135,-2.321167352,-1.195171351,ENSG00000244476,0,0,0,0,0,0,0,ERVFRD-1,0.27436125
ENSG00000244482,LILRA6,10,18.617,-0.075423734,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.385448597,0.895683736,-1.608553835,-1.476018406,-1.072204083,0.463026786,-1.227607665,ENSG00000244482,0,0,0,0,0,0,0,LILRA6,0.4069262
ENSG00000244486,SCARF2,2,33.113,0.312386333,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.728077554,0.098520649,1.025440486,0.513781594,0.233606518,1.197791378,0.555407437,ENSG00000244486,0,1,0,0,0,1,1,SCARF2,0.88389045
ENSG00000244509,APOBEC3C,4,9.7077,-0.702960971,0,0,0,0,0,0,-1.284176397,-1.089068777,-3.21469038,1.565921583,0.846956696,-0.299687653,0.602492668,0.137654028,0.399505094,-0.479908943,0.321328447,ENSG00000244509,0,0,0,0,0,0,0,APOBEC3C,0.32318062
ENSG00000244537,KRTAP4-2,2,0.83343,-0.578857314,0,0,0,1,0,0,-2.867055517,-1.250089755,-1.227905976,3.100771744,-2.03486603,2.317652855,-1.608553835,-2.523836608,-0.096794354,0.736698854,-1.11195115,ENSG00000244537,0,0,0,0,0,0,0,KRTAP4-2,0.1331129
ENSG00000244588,RAD21L1,13,25.995,-0.662001872,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.934243264,1.94214847,0.662275062,0.185858377,0.333089345,1.066398558,-0.082522502,ENSG00000244588,0,1,0,0,0,1,1,RAD21L1,0.40098435
ENSG00000244607,CCDC13,20,40.213,-0.702458685,0,0,0,0,0,0,0.0,0.0,0.0,2.754770314,-1.051326737,0.280103998,0.786249751,-0.025584832,-0.101586118,-0.150595669,0.17675745,ENSG00000244607,0,0,0,0,0,0,0,CCDC13,0.43058193
ENSG00000244617,ASPRV1,4,7.0711,0.143318339,0,0,0,0,0,0,-2.558589383,0.944259496,1.322740913,-0.697760003,-1.104438625,1.574881356,-1.608553835,-1.005011706,-0.711940019,0.42009338,-0.671693908,ENSG00000244617,0,0,0,0,0,0,0,ASPRV1,0.474878
ENSG00000244623,OR2AE1,3,3.9363,-0.835870932,0,0,0,0,0,0,-1.413397612,0.0,-0.626580091,-0.697760003,-1.976424291,0.514306168,-1.608553835,-2.818000951,-2.301500726,-0.398635144,-2.013935779,ENSG00000244623,0,0,0,0,0,0,0,OR2AE1,0.12957597
ENSG00000244687,UBE2V1,7,9.5651,-1.016106625,1,0,0,0,0,0,0.0,0.0,0.0,1.241383627,1.680609147,-1.27731289,0.742002484,0.686112423,0.478427924,-1.305120806,0.789830897,ENSG00000244687,0,0,0,0,0,0,0,UBE2V1,0.28308088
ENSG00000244694,PTCHD4,11,26.716,-0.391733134,0,0,0,0,0,0,-0.82463272,3.619758562,1.341513811,-0.697760003,-1.226920918,0.328388882,-0.167316827,-0.129542752,0.016802236,0.854249287,-0.533173366,ENSG00000244694,0,1,0,0,0,1,1,PTCHD4,0.5292606
ENSG00000244731,C4A,17,17.612,0.108445374,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.777039733,0.970067518,-1.608553835,-1.802281105,-1.891722103,-3.100478106,-0.8280678,ENSG00000244731,0,0,0,0,0,0,0,C4A,0.1977148
ENSG00000244734,HBB,10,3.7729,0.99221997,0,0,0,0,0,0,0.0,0.0,0.0,0.883547281,2.740859879,0.391804017,-0.825035062,-1.715072223,-0.661967092,0.191296946,-2.728691734,ENSG00000244734,0,0,0,0,0,0,0,HBB,0.21124524
ENSG00000244752,CRYBB2,3,13.586,0.753190782,0,0,0,0,0,0,-2.160735477,-0.65702239,1.087672208,0.271811812,-1.38176326,0.771027227,-1.608553835,-1.776286646,-1.919818744,0.885457355,-1.684633058,ENSG00000244752,0,0,0,0,0,0,0,CRYBB2,0.7131361
ENSG00000244754,N4BP2L2,19,30.853,-0.96114224,0,0,0,0,0,0,0.60396447,-1.156027995,-1.017075769,0.271811812,1.251202056,-0.967699023,1.029655363,0.631134152,0.568207946,-0.030190445,0.30992139,ENSG00000244754,0,0,0,0,0,0,0,N4BP2L2,0.29046202
ENSG00000245680,ZNF585B,15,28.116,-0.767207852,0,1,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.191686855,-0.898706704,-0.017873226,0.700110629,0.157021783,-1.445637026,-0.166762581,ENSG00000245680,0,0,0,0,0,0,0,ZNF585B,0.3846171
ENSG00000246705,H2AFJ,1,3.3574,0.355158878,0,0,0,0,0,0,1.477994145,0.102805315,-1.624830615,-0.697760003,1.104414323,-0.460609596,0.708348178,0.763976047,0.605866479,-0.254732412,0.569658609,ENSG00000246705,0,0,0,0,0,0,0,H2AFJ,0.7053999
ENSG00000246922,UBAP1L,5,10.161,-1.001983922,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.81028132,0.85257691,-1.608553835,-2.196406104,-4.267464099,-1.984864983,-0.639799707,ENSG00000246922,0,1,0,0,0,1,1,UBAP1L,0.21792471
ENSG00000247077,PGAM5,8,11.835,0.613796771,1,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.514584739,-0.971109554,0.413901235,0.352772415,0.209741834,-1.195661703,0.358025646,ENSG00000247077,0,1,0,0,0,1,1,PGAM5,0.47798324
ENSG00000247596,TWF2,2,20.851,0.29183829,0,0,0,0,0,0,-0.980788104,-0.119754373,-0.051989587,-0.697760003,0.952093643,-0.681631439,0.692768764,0.636784502,0.592954427,0.125967556,0.745989461,ENSG00000247596,0,0,1,0,0,1,1,TWF2,0.8185855
ENSG00000247626,MARS2,10,19.468,-0.643939163,0,0,0,0,0,0,0.657161407,2.545860236,1.489072717,-0.697760003,0.044262393,-0.947035962,0.450877348,0.647869108,0.591257276,-0.47098393,0.558431948,ENSG00000247626,0,0,0,1,0,1,1,MARS2,0.4703468
ENSG00000248098,BCKDHA,16,23.539,-0.979948592,0,0,0,0,0,0,-0.927559193,-1.020515291,-0.00693595,-0.697760003,0.941686436,-0.860706616,0.75985354,0.505575859,0.392482088,-0.361738024,0.527892233,ENSG00000248098,0,0,0,0,0,1,1,BCKDHA,0.22077513
ENSG00000248099,INSL3,3,4.5817,-0.87629513,0,0,0,0,0,0,-0.838576301,-0.886596854,-1.17657533,-0.086027182,-0.506660921,1.731639575,-1.608553835,-2.18447084,-1.515514643,0.768629156,-1.647239508,ENSG00000248099,0,0,0,0,0,0,0,INSL3,0.13041353
ENSG00000248167,TRIM39-RPP21,5,26.454,-0.317851504,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-2.238907457,2.058952062,0.875329716,0.610588176,0.459785926,-1.269373489,0.579823731,ENSG00000248167,0,0,0,0,0,0,0,TRIM39-RPP21,0.71934056
ENSG00000248383,PCDHAC1,20,28.486,-1.047913691,0,0,0,0,0,0,1.004729828,1.147369126,1.203313601,-0.697760003,-1.556182788,1.611252854,0.313095509,0.192297586,0.087960944,0.976024101,-0.262305169,ENSG00000248383,0,0,0,0,0,0,0,PCDHAC1,0.23372018
ENSG00000248385,TARM1,11,11.716,-0.906725804,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-2.028372504,1.174385112,-1.608553835,-1.971157749,-1.802009065,0.389991795,-2.042120054,ENSG00000248385,0,0,0,0,0,0,0,TARM1,0.11222756
ENSG00000248405,PRR5-ARHGAP8,38,30.703,-1.146674762,0,0,0,0,0,0,0.0,0.0,0.0,0.722641834,-0.857179622,0.264209832,0.958031912,0.245125189,0.274245425,0.790713507,0.330972444,ENSG00000248405,0,0,0,0,0,0,0,PRR5-ARHGAP8,0.061785936
ENSG00000248483,POU5F2,5,5.0265,0.0,0,0,0,0,0,0,-1.890519889,-0.294167195,-0.118062519,0.0,-1.678134841,1.319937533,-1.608553835,-2.703389462,-1.607858468,-1.85275627,-1.537943336,ENSG00000248483,0,0,0,0,0,0,0,POU5F2,0.2353177
ENSG00000248485,PCP4L1,2,3.4059,-0.608022489,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.223832981,0.440254197,0.438896047,0.140198517,0.195890903,1.117644066,-0.363316622,ENSG00000248485,0,1,0,0,0,1,1,PCP4L1,0.35208905
ENSG00000248487,ABHD14A,9,11.228,-0.874997016,0,0,0,0,0,0,1.128430681,-1.34000642,0.263258677,-0.697760003,0.687730812,-0.834608231,0.599698472,0.624844175,0.545548965,0.166336891,0.799470664,ENSG00000248487,0,1,0,0,0,1,1,ABHD14A,0.24461997
ENSG00000248592,TMEM110-MUSTN1,9,21.704,0.59286386,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.175211122,-0.06056466,0.755949138,0.424962157,0.301998596,-0.856622474,0.518780154,ENSG00000248592,0,0,0,0,0,0,0,TMEM110-MUSTN1,0.5953836
ENSG00000248643,RBM14-RBM4,0,12.63,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.029839559,-1.059852012,0.937806797,0.78348851,0.165901996,-1.032067688,0.706588623,ENSG00000248643,0,0,0,0,0,0,0,RBM14-RBM4,0.84922826
ENSG00000248672,LY75-CD302,84,108.73,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.718482724,0.50211185,0.591207134,0.215083012,0.289810951,0.86782337,-0.096592861,ENSG00000248672,0,0,0,0,0,0,0,LY75-CD302,0.26809126
ENSG00000248712,CCDC153,9,12.808,-0.415725421,0,0,0,0,0,0,0.0,0.0,0.0,1.631326929,-1.029227888,0.371413762,-1.608553835,-1.338473148,-0.006937717,0.055150051,-0.433742291,ENSG00000248712,0,0,0,0,0,0,0,CCDC153,0.27734774
ENSG00000248713,RP11-766F14.2,21,44.701,0.0,0,0,0,0,0,0,-1.029790186,3.520595147,1.132024481,0.0,-1.623608978,2.003617763,-0.151413614,-0.271828385,-0.000211727,0.202179476,-0.421701134,ENSG00000248713,0,0,0,0,0,0,0,RP11-766F14.2,0.5269492
ENSG00000248871,TNFSF12-TNFSF13,4,22.419,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.507659925,-0.682895353,-1.608553835,0.239144729,0.347434478,0.252137051,0.267228313,ENSG00000248871,0,0,0,0,0,0,0,TNFSF12-TNFSF13,0.717117
