ensembl,gene_symbol,DeepLOF_score
ENSG00000197849,OR8G1,0.35873902
ENSG00000197851,NA,0.1822747
ENSG00000197852,FAM212B,0.5258573
ENSG00000197857,ZNF44,0.280644
ENSG00000197858,GPAA1,0.34138167
ENSG00000197859,ADAMTSL2,0.6301055
ENSG00000197860,SGTB,0.75758046
ENSG00000197863,ZNF790,0.12657899
ENSG00000197870,PRB3,0.16949391
ENSG00000197872,FAM49A,0.8502832
ENSG00000197879,MYO1C,0.50166154
ENSG00000197880,MDS2,0.54795134
ENSG00000197885,NKIRAS1,0.5290582
ENSG00000197887,OR1S2,0.04790336
ENSG00000197888,UGT2B17,0.19948757
ENSG00000197889,MEIG1,0.25796652
ENSG00000197891,SLC22A12,0.09994197
ENSG00000197892,KIF13B,0.60785043
ENSG00000197893,NRAP,0.1448434
ENSG00000197894,ADH5,0.30313462
ENSG00000197901,SLC22A6,0.28018153
ENSG00000197903,HIST1H2BK,0.33538163
ENSG00000197905,TEAD4,0.6048171
ENSG00000197912,SPG7,0.13315791
ENSG00000197914,NA,0.18626654
ENSG00000197915,HRNR,0.075181246
ENSG00000197921,HES5,0.65163964
ENSG00000197927,C2orf27A,0.093826056
ENSG00000197928,ZNF677,0.25695938
ENSG00000197930,ERO1L,0.7428635
ENSG00000197933,ZNF823,0.6123725
ENSG00000197935,ZNF311,0.46033245
ENSG00000197937,ZNF347,0.15850818
ENSG00000197938,OR5H2,0.06815028
ENSG00000197943,PLCG2,0.8109796
ENSG00000197948,FCHSD1,0.121890545
ENSG00000197951,ZNF71,0.38044602
ENSG00000197953,AADACL2,0.057866216
ENSG00000197956,S100A6,0.39493042
ENSG00000197958,RPL12,0.7079092
ENSG00000197959,DNM3,0.7051022
ENSG00000197961,ZNF121,0.76740676
ENSG00000197965,MPZL1,0.6404282
ENSG00000197969,VPS13A,0.6033151
ENSG00000197971,MBP,0.7058196
ENSG00000197976,AKAP17A,0.75484973
ENSG00000197977,ELOVL2,0.20074594
ENSG00000197980,LEKR1,0.37646306
ENSG00000197982,C1orf122,0.48423982
ENSG00000197991,PCDH20,0.7922274
ENSG00000197992,CLEC9A,0.16948342
ENSG00000197993,KEL,0.15029335
ENSG00000198000,NOL8,0.31715274
ENSG00000198001,IRAK4,0.28523517
ENSG00000198003,CCDC151,0.16782486
ENSG00000198010,DLGAP2,0.859253
ENSG00000198015,MRPL42,0.35575223
ENSG00000198018,ENTPD7,0.3320436
ENSG00000198019,FCGR1B,0.067489624
ENSG00000198026,ZNF335,0.638031
ENSG00000198028,ZNF560,0.2993542
ENSG00000198033,TUBA3C,0.5605442
ENSG00000198034,RPS4X,0.9412626
ENSG00000198039,ZNF273,0.44725525
ENSG00000198042,MAK16,0.769575
ENSG00000198046,ZNF667,0.3974254
ENSG00000198049,AVPR1B,0.24972057
ENSG00000198053,SIRPA,0.755663
ENSG00000198054,DSCR8,0.22742891
ENSG00000198055,GRK6,0.71996367
ENSG00000198056,PRIM1,0.6025208
ENSG00000198060,MARCH5,0.89667934
ENSG00000198062,POTEH,0.05801201
ENSG00000198074,AKR1B10,0.20935804
ENSG00000198075,SULT1C4,0.23577178
ENSG00000198077,CYP2A7,0.055714846
ENSG00000198081,ZBTB14,0.9124261
ENSG00000198083,KRTAP9-9,0.073682666
ENSG00000198087,CD2AP,0.71074736
ENSG00000198088,NUP62CL,0.23155451
ENSG00000198089,SFI1,0.17173105
ENSG00000198090,KRTAP4-6,0.107878625
ENSG00000198092,TMPRSS11F,0.18413794
ENSG00000198093,ZNF649,0.6717643
ENSG00000198099,ADH4,0.14661157
ENSG00000198104,OR2T6,0.082273126
ENSG00000198105,ZNF248,0.729644
ENSG00000198108,CHSY3,0.661376
ENSG00000198113,TOR4A,0.7533575
ENSG00000198121,LPAR1,0.8318605
ENSG00000198125,MB,0.30945653
ENSG00000198130,HIBCH,0.23871434
ENSG00000198131,ZNF544,0.24030936
ENSG00000198133,TMEM229B,0.74236345
ENSG00000198142,SOWAHC,0.62558895
ENSG00000198146,ZNF770,0.7868384
ENSG00000198156,NPIPB6,0.16925448
ENSG00000198157,HMGN5,0.38810652
ENSG00000198160,MIER1,0.7596753
ENSG00000198162,MAN1A2,0.87721324
ENSG00000198168,SVIP,0.35630816
ENSG00000198169,ZNF251,0.31346297
ENSG00000198171,DDRGK1,0.2645712
ENSG00000198176,TFDP1,0.8757307
ENSG00000198178,CLEC4C,0.15989184
ENSG00000198182,ZNF607,0.24155974
ENSG00000198183,BPIFA1,0.10406375
ENSG00000198185,ZNF334,0.32856393
ENSG00000198189,HSD17B11,0.3503222
ENSG00000198198,SZT2,0.66486096
ENSG00000198203,SULT1C2,0.12538916
ENSG00000198205,ZXDA,0.5402623
ENSG00000198208,RPS6KL1,0.328317
ENSG00000198211,TUBB3,0.6682665
ENSG00000198216,CACNA1E,0.9202778
ENSG00000198218,QRICH1,0.8758137
ENSG00000198223,CSF2RA,0.27915978
ENSG00000198225,FKBP1C,0.2646165
ENSG00000198231,DDX42,0.9420476
ENSG00000198242,RPL23A,0.89955854
ENSG00000198246,SLC29A3,0.16977125
ENSG00000198250,NA,0.44730586
ENSG00000198252,STYX,0.7594056
ENSG00000198258,UBL5,0.6887971
ENSG00000198265,HELZ,0.97330403
ENSG00000198270,TMEM116,0.151348
ENSG00000198271,KRTAP4-5,0.16353226
ENSG00000198276,UCKL1,0.34453684
ENSG00000198283,OR5B21,0.11813158
ENSG00000198286,CARD11,0.8630039
ENSG00000198298,ZNF485,0.4126798
ENSG00000198300,PEG3,0.602447
ENSG00000198301,SDAD1,0.25467765
ENSG00000198315,ZKSCAN8,0.45683652
ENSG00000198324,FAM109A,0.2395724
ENSG00000198326,TMEM239,0.19307196
ENSG00000198327,NA,0.25376785
ENSG00000198331,HYLS1,0.2883231
ENSG00000198336,MYL4,0.2723627
ENSG00000198339,NA,0.24453509
ENSG00000198342,ZNF442,0.27540773
ENSG00000198346,ZNF813,0.36620587
ENSG00000198353,HOXC4,0.74805725
ENSG00000198354,DCAF12L2,0.5162816
ENSG00000198355,PIM3,0.8285556
ENSG00000198356,ASNA1,0.8754786
ENSG00000198363,ASPH,0.38386965
ENSG00000198366,NA,0.12210089
ENSG00000198369,SPRED2,0.5413722
ENSG00000198373,WWP2,0.7486006
ENSG00000198374,NA,0.2704395
ENSG00000198380,GFPT1,0.8448748
ENSG00000198382,UVRAG,0.8169942
ENSG00000198398,TMEM207,0.06279236
ENSG00000198399,ITSN2,0.60863066
ENSG00000198400,NTRK1,0.6004696
ENSG00000198408,MGEA5,0.82945603
ENSG00000198417,MT1F,0.36582625
ENSG00000198420,TCAF1,0.44618404
ENSG00000198429,ZNF69,0.15514189
ENSG00000198431,TXNRD1,0.5505803
ENSG00000198435,NRARP,0.88928986
ENSG00000198440,ZNF583,0.7148168
ENSG00000198443,KRTAP4-1,0.2495017
ENSG00000198445,CCT8L2,0.119407475
ENSG00000198453,ZNF568,0.33432478
ENSG00000198454,PRR31,0.35915864
ENSG00000198455,ZXDB,0.9237306
ENSG00000198464,ZNF480,0.31717515
ENSG00000198466,ZNF587,0.28515065
ENSG00000198467,TPM2,0.68535584
ENSG00000198471,RTP2,0.073484
ENSG00000198477,NA,0.6070237
ENSG00000198478,SH3BGRL2,0.19004285
ENSG00000198482,ZNF808,0.46311998
ENSG00000198483,ANKRD35,0.16201162
ENSG00000198488,B3GNT6,0.09240204
ENSG00000198492,YTHDF2,0.95826864
ENSG00000198498,TMA16,0.33257806
ENSG00000198502,HLA-DRB5,0.20963717
ENSG00000198513,ATL1,0.8378411
ENSG00000198515,CNGA1,0.33140802
ENSG00000198517,MAFK,0.8706615
ENSG00000198518,NA,0.3817104
ENSG00000198520,C1orf228,0.31180906
ENSG00000198521,ZNF43,0.2071439
ENSG00000198522,GPN1,0.4615569
ENSG00000198523,PLN,0.840562
ENSG00000198535,C2CD4A,0.2894994
ENSG00000198538,ZNF28,0.4813246
ENSG00000198542,ITGBL1,0.34767413
ENSG00000198546,ZNF511,0.35880947
ENSG00000198551,ZNF627,0.39855206
ENSG00000198553,KCNRG,0.14332974
ENSG00000198554,WDHD1,0.36688882
ENSG00000198556,ZNF789,0.28108668
ENSG00000198558,NA,0.21439558
ENSG00000198561,CTNND1,0.8971845
ENSG00000198563,DDX39B,0.9285542
ENSG00000198569,SLC34A3,0.10318911
ENSG00000198570,RD3,0.18643785
ENSG00000198573,SPANXC,0.1223253
ENSG00000198574,SH2D1B,0.219419
ENSG00000198576,ARC,0.75496256
ENSG00000198580,RP11-611L7.2,0.23420691
ENSG00000198585,NUDT16,0.25960267
ENSG00000198586,TLK1,0.9437373
ENSG00000198589,LRBA,0.6628159
ENSG00000198590,C3orf35,0.1742003
ENSG00000198597,ZNF536,0.8919012
ENSG00000198598,MMP17,0.32967782
ENSG00000198604,BAZ1A,0.89406186
ENSG00000198610,AKR1C4,0.06680322
ENSG00000198612,COPS8,0.76262033
ENSG00000198624,CCDC69,0.15987849
ENSG00000198625,MDM4,0.93739665
ENSG00000198626,RYR2,0.80030525
ENSG00000198633,ZNF534,0.09231961
ENSG00000198642,KLHL9,0.8942293
ENSG00000198643,FAM3D,0.34409815
ENSG00000198646,NCOA6,0.81504726
ENSG00000198648,STK39,0.8785766
ENSG00000198650,TAT,0.6103476
ENSG00000198657,OR8B4,0.28984565
ENSG00000198663,C6orf89,0.34979272
ENSG00000198668,CALM1,0.9805949
ENSG00000198670,LPA,0.01957035
ENSG00000198673,FAM19A2,0.7954531
ENSG00000198677,TTC37,0.36803705
ENSG00000198680,TUSC1,0.2530558
ENSG00000198682,PAPSS2,0.39924997
ENSG00000198689,SLC9A6,0.92433304
ENSG00000198690,FAN1,0.1718384
ENSG00000198691,ABCA4,0.2114358
ENSG00000198692,EIF1AY,0.66404057
ENSG00000198700,IPO9,0.8632743
ENSG00000198704,GPX6,0.098031044
ENSG00000198707,CEP290,0.17520463
ENSG00000198715,GLMP,0.25751615
ENSG00000198718,FAM179B,0.60567296
ENSG00000198719,DLL1,0.94687605
ENSG00000198720,ANKRD13B,0.791698
ENSG00000198721,ECI2,0.23089415
ENSG00000198722,UNC13B,0.5313875
ENSG00000198723,C19orf45,0.07808834
ENSG00000198728,LDB1,0.89456826
ENSG00000198729,PPP1R14C,0.34789193
ENSG00000198730,CTR9,0.9341897
ENSG00000198732,SMOC1,0.66722435
ENSG00000198734,F5,0.51644576
ENSG00000198736,MSRB1,0.40414703
ENSG00000198739,LRRTM3,0.8698672
ENSG00000198740,ZNF652,0.84271014
ENSG00000198742,SMURF1,0.7814782
ENSG00000198743,SLC5A3,0.8105716
ENSG00000198746,GPATCH3,0.15340394
ENSG00000198750,NA,0.4621638
ENSG00000198752,CDC42BPB,0.92157096
ENSG00000198753,PLXNB3,0.72532547
ENSG00000198754,OXCT2,0.097739875
ENSG00000198755,RPL10A,0.8802873
ENSG00000198756,COLGALT2,0.37963212
ENSG00000198758,EPS8L3,0.28323996
ENSG00000198759,EGFL6,0.16329193
ENSG00000198765,SYCP1,0.8258174
ENSG00000198768,APCDD1L,0.27031422
ENSG00000198771,RCSD1,0.5040321
ENSG00000198774,RASSF9,0.24703002
ENSG00000198780,FAM169A,0.86137474
ENSG00000198783,ZNF830,0.6389608
ENSG00000198785,GRIN3A,0.7548696
ENSG00000198788,MUC2,0.65905607
ENSG00000198791,CNOT7,0.9653115
ENSG00000198792,TMEM184B,0.7906621
ENSG00000198793,MTOR,0.8751172
ENSG00000198794,SCAMP5,0.8019711
ENSG00000198795,ZNF521,0.94206214
ENSG00000198796,ALPK2,0.2617377
ENSG00000198797,BRINP2,0.8708496
ENSG00000198798,MAGEB3,0.70119536
ENSG00000198799,LRIG2,0.30484056
ENSG00000198805,PNP,0.37408054
ENSG00000198807,PAX9,0.76895636
ENSG00000198812,LRRC10,0.32449186
ENSG00000198814,GK,0.8816375
ENSG00000198815,FOXJ3,0.86847556
ENSG00000198816,ZNF358,0.8164567
ENSG00000198818,SFT2D1,0.3880124
ENSG00000198821,CD247,0.5256538
ENSG00000198822,GRM3,0.80060756
ENSG00000198824,CHAMP1,0.8357136
ENSG00000198825,INPP5F,0.6156278
ENSG00000198826,ARHGAP11A,0.3395629
ENSG00000198829,SUCNR1,0.3072405
ENSG00000198830,HMGN2,0.7815267
ENSG00000198832,SELM,0.3675456
ENSG00000198833,UBE2J1,0.74303955
ENSG00000198835,GJC2,0.35284567
ENSG00000198836,OPA1,0.7993721
ENSG00000198837,DENND4B,0.8229197
ENSG00000198838,RYR3,0.77166474
ENSG00000198839,ZNF277,0.18616128
ENSG00000198841,KTI12,0.21543342
ENSG00000198842,DUSP27,0.116283536
ENSG00000198843,SELT,0.6656812
ENSG00000198844,ARHGEF15,0.48524654
ENSG00000198846,TOX,0.8916178
ENSG00000198848,CES1,0.110758305
ENSG00000198851,CD3E,0.46890152
ENSG00000198853,RUSC2,0.8233013
ENSG00000198854,C1orf68,0.14180517
ENSG00000198855,FICD,0.34040308
ENSG00000198856,OSTC,0.55495656
ENSG00000198858,R3HDM4,0.37100053
ENSG00000198860,TSEN15,0.6316072
ENSG00000198862,LTN1,0.7055166
ENSG00000198863,RUNDC1,0.57402694
ENSG00000198865,CCDC152,0.2885939
ENSG00000198870,STKLD1,0.08697009
ENSG00000198873,GRK5,0.79994595
ENSG00000198874,TYW1,0.43621898
ENSG00000198876,DCAF12,0.6127374
ENSG00000198879,SFMBT2,0.8346248
ENSG00000198881,ASB12,0.23733735
ENSG00000198885,ITPRIPL1,0.16311479
ENSG00000198887,SMC5,0.64349735
ENSG00000198889,DCAF12L1,0.88868356
ENSG00000198890,PRMT6,0.4874941
ENSG00000198892,SHISA4,0.41891086
ENSG00000198894,CIPC,0.61009425
ENSG00000198898,CAPZA2,0.92751914
ENSG00000198900,TOP1,0.9804242
ENSG00000198901,PRC1,0.5440724
ENSG00000198908,BHLHB9,0.49592757
ENSG00000198909,MAP3K3,0.84638464
ENSG00000198910,L1CAM,0.9368917
ENSG00000198911,SREBF2,0.7733607
ENSG00000198912,C1orf174,0.24212217
ENSG00000198914,POU3F3,0.95849633
ENSG00000198915,RASGEF1A,0.8529758
ENSG00000198917,C9orf114,0.39345074
ENSG00000198918,RPL39,0.9567042
ENSG00000198919,DZIP3,0.4534036
ENSG00000198920,KIAA0753,0.1671009
ENSG00000198924,DCLRE1A,0.40774965
ENSG00000198925,ATG9A,0.82986444
ENSG00000198929,NOS1AP,0.7872496
ENSG00000198930,CSAG1,0.16218501
ENSG00000198931,APRT,0.1780082
ENSG00000198932,GPRASP1,0.7147604
ENSG00000198933,TBKBP1,0.7075442
ENSG00000198934,MAGEE1,0.87760043
ENSG00000198937,CCDC167,0.20320892
ENSG00000198939,ZFP2,0.15597391
ENSG00000198944,SOWAHA,0.62338394
ENSG00000198945,L3MBTL3,0.83031625
ENSG00000198946,NA,0.20551986
ENSG00000198947,DMD,0.88885975
ENSG00000198948,MFAP3L,0.8425566
ENSG00000198951,NAGA,0.25644886
ENSG00000198952,SMG5,0.70178896
ENSG00000198954,KIAA1279,0.6876602
ENSG00000198959,TGM2,0.29918206
ENSG00000198960,ARMCX6,0.3063559
ENSG00000198961,PJA2,0.730682
ENSG00000198963,RORB,0.9533851
ENSG00000198964,SGMS1,0.8856585
ENSG00000198965,OR10R2,0.07082629
ENSG00000198967,OR10Z1,0.06953478
ENSG00000203286,Metazoa_SRP,0.45303017
ENSG00000203326,ZNF525,0.46832693
ENSG00000203443,NA,0.5384866
ENSG00000203485,INF2,0.7744739
ENSG00000203546,RP11-176H8.1,0.42058176
ENSG00000203618,GP1BB,0.55380714
ENSG00000203661,OR2T5,0.09158051
ENSG00000203666,EFCAB2,0.2580701
ENSG00000203667,COX20,0.40294862
ENSG00000203668,CHML,0.3409896
ENSG00000203685,C1orf95,0.6104043
ENSG00000203690,TCP10,0.07631755
ENSG00000203697,CAPN8,0.28961438
ENSG00000203705,TATDN3,0.23786265
ENSG00000203710,CR1,0.1883527
ENSG00000203711,C6orf99,0.1837005
ENSG00000203722,RAET1G,0.22978067
ENSG00000203724,C1orf53,0.28096867
ENSG00000203727,SAMD5,0.32787263
ENSG00000203730,TEDDM1,0.11393249
ENSG00000203733,GJE1,0.41472763
ENSG00000203734,ECT2L,0.05084181
ENSG00000203737,GPR52,0.4852004
ENSG00000203740,METTL11B,0.31093085
ENSG00000203747,FCGR3A,0.13995886
ENSG00000203756,TMEM244,0.20633519
ENSG00000203757,OR6K3,0.15214527
ENSG00000203760,CENPW,0.47848094
ENSG00000203772,SPRN,0.21042156
ENSG00000203778,FAM229B,0.4894303
ENSG00000203780,FANK1,0.26101482
ENSG00000203782,LOR,0.2293275
ENSG00000203783,PRR9,0.13167691
ENSG00000203784,LELP1,0.1310997
ENSG00000203785,SPRR2E,0.12590742
ENSG00000203786,KPRP,0.105074346
ENSG00000203791,METTL10,0.21483052
ENSG00000203795,FAM24A,0.05647689
ENSG00000203797,DDO,0.17023695
ENSG00000203805,PPAPDC1A,0.47811437
ENSG00000203813,NA,0.38561296
ENSG00000203814,HIST2H2BF,0.28896916
ENSG00000203817,NA,0.2812183
ENSG00000203818,HIST2H3PS2,0.31526566
ENSG00000203827,NA,0.07296634
ENSG00000203832,NA,0.04062116
ENSG00000203836,NA,0.09354234
ENSG00000203837,PNLIPRP3,0.10381287
ENSG00000203857,HSD3B1,0.17564106
ENSG00000203859,HSD3B2,0.22808117
ENSG00000203864,C1orf137,0.42906892
ENSG00000203867,RBM20,0.7775129
ENSG00000203870,SMIM9,0.13708627
ENSG00000203871,NA,0.28850013
ENSG00000203872,C6orf163,0.27378345
ENSG00000203876,ADD3-AS1,0.36147487
ENSG00000203877,RIPPLY2,0.28935665
ENSG00000203879,GDI1,0.95963925
ENSG00000203880,PCMTD2,0.64789695
ENSG00000203883,SOX18,0.6756412
ENSG00000203896,LIME1,0.20593488
ENSG00000203907,OOEP,0.23928785
ENSG00000203908,KHDC3L,0.16964912
ENSG00000203909,DPPA5,0.23392284
ENSG00000203910,C1orf146,0.1316523
ENSG00000203923,SPANXN1,0.17466986
ENSG00000203924,NA,0.22707778
ENSG00000203930,LINC00632,0.47198468
ENSG00000203933,CXorf66,0.20198417
ENSG00000203942,C10orf62,0.11604965
ENSG00000203943,SAMD13,0.6473902
ENSG00000203950,FAM127B,0.43424302
ENSG00000203952,CCDC160,0.2084595
ENSG00000203963,C1orf141,0.19527245
ENSG00000203965,EFCAB7,0.19387186
ENSG00000203970,DEFB110,0.08460581
ENSG00000203972,GLYATL3,0.09419286
ENSG00000203985,LDLRAD1,0.15073961
ENSG00000203989,RHOXF2B,0.20352966
ENSG00000203995,ZYG11A,0.22699165
ENSG00000204001,LCN8,0.1858995
ENSG00000204006,C1orf185,0.092525184
ENSG00000204007,GLT6D1,0.13300622
ENSG00000204010,IFIT1B,0.108953714
ENSG00000204019,CT83,0.20471156
ENSG00000204020,LIPN,0.21050084
ENSG00000204021,LIPK,0.080267906
ENSG00000204022,LIPJ,0.19497395
ENSG00000204033,LRIT2,0.079165936
ENSG00000204049,RP11-126H7.4,0.25156778
ENSG00000204052,LRRC73,0.65116155
ENSG00000204060,FOXO6,0.7045976
ENSG00000204065,TCEAL5,0.7851509
ENSG00000204070,SYS1,0.65577483
ENSG00000204071,TCEAL6,0.19745034
ENSG00000204084,INPP5B,0.39414275
ENSG00000204099,NEU4,0.1250658
ENSG00000204103,MAFB,0.9357762
ENSG00000204104,TRAF3IP1,0.45212114
ENSG00000204116,CHIC1,0.8372832
ENSG00000204120,GIGYF2,0.9530704
ENSG00000204128,C2orf72,0.30966175
ENSG00000204130,RUFY2,0.6672044
ENSG00000204131,NHSL2,0.68104196
ENSG00000204138,PHACTR4,0.52300465
ENSG00000204140,CLPSL1,0.10157716
ENSG00000204147,ASAH2B,0.47516692
ENSG00000204149,AGAP6,0.1400348
ENSG00000204152,TIMM23B,0.41886216
ENSG00000204160,ZDHHC18,0.53956723
ENSG00000204161,C10orf128,0.22008961
ENSG00000204165,CXorf65,0.59268963
ENSG00000204169,NA,0.18850088
ENSG00000204172,AGAP10,0.34747362
ENSG00000204174,NPY4R,0.09986627
ENSG00000204175,GPRIN2,0.14120162
ENSG00000204176,SYT15,0.10312879
ENSG00000204178,TMEM57,0.8869858
ENSG00000204179,PTPN20A,0.098988295
ENSG00000204183,GDF5OS,0.23086846
ENSG00000204186,ZDBF2,0.62048423
ENSG00000204188,GGNBP1,0.72025156
ENSG00000204193,TXNDC8,0.11871594
ENSG00000204195,AWAT1,0.2937703
ENSG00000204209,DAXX,0.7188375
ENSG00000204217,BMPR2,0.90189445
ENSG00000204219,TCEA3,0.55530334
ENSG00000204220,PFDN6,0.9007499
ENSG00000204227,RING1,0.857064
ENSG00000204228,HSD17B8,0.37742877
ENSG00000204231,RXRB,0.9376888
ENSG00000204237,OXLD1,0.29386842
ENSG00000204246,OR13C3,0.09778696
ENSG00000204248,COL11A2,0.7730587
ENSG00000204252,HLA-DOA,0.13259351
ENSG00000204256,BRD2,0.8687778
ENSG00000204257,HLA-DMA,0.5303083
ENSG00000204262,COL5A2,0.9394681
ENSG00000204264,PSMB8,0.6126311
ENSG00000204267,TAP2,0.33255452
ENSG00000204271,SPIN3,0.8954083
ENSG00000204278,TMEM235,0.26383126
ENSG00000204279,PAGE3,0.31641603
ENSG00000204287,HLA-DRA,0.7117693
ENSG00000204290,BTNL2,0.22922307
ENSG00000204291,COL15A1,0.5775112
ENSG00000204293,OR8B2,0.05000019
ENSG00000204296,C6orf10,0.10943556
ENSG00000204300,TMEM225,0.107815266
ENSG00000204301,NOTCH4,0.3758245
ENSG00000204304,PBX2,0.8710734
ENSG00000204305,AGER,0.12988019
ENSG00000204306,NA,0.52370024
ENSG00000204308,RNF5,0.37258506
ENSG00000204310,AGPAT1,0.9049545
ENSG00000204311,DFNB59,0.233446
ENSG00000204314,PRRT1,0.69948
ENSG00000204315,FKBPL,0.23956078
ENSG00000204316,MRPL38,0.28765684
ENSG00000204323,SMIM5,0.3711152
ENSG00000204334,ERICH2,0.27472973
ENSG00000204335,SP5,0.57026
ENSG00000204344,STK19,0.20643377
ENSG00000204345,CD300LD,0.10762155
ENSG00000204347,BTBD17,0.54740226
ENSG00000204348,DXO,0.19882083
ENSG00000204351,SKIV2L,0.31085014
ENSG00000204352,C9orf129,0.17544287
ENSG00000204356,NELFE,0.6689317
ENSG00000204361,NXPE2,0.09603262
ENSG00000204363,SPANXN5,0.14094484
ENSG00000204365,C10orf126,0.33827364
ENSG00000204366,ZBTB12,0.9302695
ENSG00000204370,SDHD,0.52718383
ENSG00000204371,EHMT2,0.70163643
ENSG00000204377,NA,0.5586034
ENSG00000204381,LAYN,0.20009518
ENSG00000204385,SLC44A4,0.32544053
ENSG00000204386,NEU1,0.51994985
ENSG00000204387,C6orf48,0.1829822
ENSG00000204388,HSPA1B,0.43047166
ENSG00000204389,HSPA1A,0.6322283
ENSG00000204390,HSPA1L,0.26661706
ENSG00000204392,LSM2,0.55243754
ENSG00000204393,RP11-410N8.4,0.4779207
ENSG00000204394,VARS,0.6273334
ENSG00000204396,VWA7,0.26031214
ENSG00000204397,CARD16,0.3776961
ENSG00000204398,RP11-65D24.2,0.4860289
ENSG00000204403,CASP12,0.31981164
ENSG00000204406,MBD5,0.9188147
ENSG00000204410,MSH5,0.50354934
ENSG00000204414,CSHL1,0.084905386
ENSG00000204420,C6orf25,0.16544062
ENSG00000204421,LY6G6C,0.20046234
ENSG00000204422,XXbac-BPG32J3.20,0.24707937
ENSG00000204424,LY6G6F,0.20922172
ENSG00000204427,ABHD16A,0.7700944
ENSG00000204428,LY6G5C,0.6072813
ENSG00000204435,CSNK2B,0.9301801
ENSG00000204438,GPANK1,0.28226972
ENSG00000204439,C6orf47,0.53225577
ENSG00000204442,FAM155A,0.84720576
ENSG00000204444,APOM,0.41849118
ENSG00000204446,C9orf170,0.12211645
ENSG00000204449,TRIM49C,0.043285012
ENSG00000204463,BAG6,0.9038837
ENSG00000204464,C1orf195,0.50247145
ENSG00000204469,PRRC2A,0.8607318
ENSG00000204472,AIF1,0.22580457
ENSG00000204475,NCR3,0.16410768
ENSG00000204478,PRAMEF20,0.059782386
ENSG00000204479,PRAMEF17,0.05172813
ENSG00000204480,PRAMEF19,0.2028349
ENSG00000204481,PRAMEF14,0.20824486
ENSG00000204482,LST1,0.17183006
ENSG00000204488,NA,0.103377104
ENSG00000204491,NA,0.10388827
ENSG00000204495,NA,0.0799849
ENSG00000204498,NFKBIL1,0.6530298
ENSG00000204503,NA,0.31501573
ENSG00000204508,NA,0.083277345
ENSG00000204510,PRAMEF7,0.073390126
ENSG00000204511,MCCD1,0.16827893
ENSG00000204513,NA,0.046989918
ENSG00000204514,ZNF814,0.18451929
ENSG00000204516,MICB,0.26144892
ENSG00000204518,AADACL4,0.097537816
ENSG00000204519,ZNF551,0.32676822
ENSG00000204520,MICA,0.28817976
ENSG00000204524,ZNF805,0.74447566
ENSG00000204525,HLA-C,0.35026115
ENSG00000204531,POU5F1,0.8528006
ENSG00000204532,ZSCAN5C,0.18852395
ENSG00000204533,NA,0.4897372
ENSG00000204536,CCHCR1,0.3250817
ENSG00000204538,PSORS1C2,0.14561832
ENSG00000204539,CDSN,0.37206757
ENSG00000204540,PSORS1C1,0.22217828
ENSG00000204542,C6orf15,0.2316792
ENSG00000204544,MUC21,0.43979573
ENSG00000204548,DEFB121,0.057415307
ENSG00000204560,DHX16,0.5356094
ENSG00000204564,C6orf136,0.7676128
ENSG00000204566,LINC01552,0.1779573
ENSG00000204568,MRPS18B,0.4098875
ENSG00000204569,PPP1R10,0.9312047
ENSG00000204571,KRTAP5-11,0.15096611
ENSG00000204572,KRTAP5-10,0.091822386
ENSG00000204574,ABCF1,0.5809068
ENSG00000204576,PRR3,0.40066546
ENSG00000204577,LILRB3,0.3875417
ENSG00000204580,DDR1,0.58039486
ENSG00000204590,GNL1,0.88351375
ENSG00000204592,HLA-E,0.7298026
ENSG00000204595,DPRX,0.14025402
ENSG00000204599,TRIM39,0.8803364
ENSG00000204604,ZNF468,0.24521434
ENSG00000204610,TRIM15,0.17042106
ENSG00000204611,ZNF616,0.23267579
ENSG00000204612,FOXB2,0.27457744
ENSG00000204613,TRIM10,0.15767896
ENSG00000204614,TRIM40,0.08887923
ENSG00000204616,TRIM31,0.2343682
ENSG00000204618,RNF39,0.2383588
ENSG00000204619,PPP1R11,0.82539254
ENSG00000204624,PTCHD2,0.5899858
ENSG00000204628,GNB2L1,0.9501133
ENSG00000204632,HLA-G,0.14625049
ENSG00000204634,TBC1D8,0.4911592
ENSG00000204640,NMS,0.0659827
ENSG00000204642,HLA-F,0.38349116
ENSG00000204644,ZFP57,0.42492074
ENSG00000204645,NA,0.27115238
ENSG00000204653,ASPDH,0.15793252
ENSG00000204655,MOG,0.5671941
ENSG00000204657,OR2H2,0.12727821
ENSG00000204659,CBY3,0.16288608
ENSG00000204661,C5orf60,0.17168558
ENSG00000204669,C9orf57,0.09259021
ENSG00000204671,IL31,0.11889458
ENSG00000204673,AKT1S1,0.5428787
ENSG00000204677,FAM153C,0.50682193
ENSG00000204681,GABBR1,0.879216
ENSG00000204682,CASC10,0.25318682
ENSG00000204683,C10orf113,0.08752358
ENSG00000204688,OR2H1,0.16585547
ENSG00000204694,OR11A1,0.10971916
ENSG00000204695,OR14J1,0.08052671
ENSG00000204700,OR2J2,0.07712293
ENSG00000204701,OR2J3,0.11214614
ENSG00000204702,OR2J1,0.25094074
ENSG00000204703,OR2B3,0.06306636
ENSG00000204704,OR2W1,0.09014189
ENSG00000204709,LINC01556,0.5098423
ENSG00000204710,SPDYC,0.2832334
ENSG00000204711,C9orf135,0.119707346
ENSG00000204713,TRIM27,0.91279423
ENSG00000204740,MALRD1,0.33055496
